Dept_name,metric_code,Store_id,Subdept,metric_date,metric_value
Grocery,WASTE_LBS,4,20A,2024-02-11,29.1
Meat,CUST_COUNT,4,15B,2024-02-11,1252.49
Deli,UNITS_SOLD,4,10A,2024-02-11,500.51
Grocery,CUST_COUNT,4,30C,2024-02-11,1553.27
Bakery,SYSTEM_ON,4,10A,2024-02-11,1.0
Seafood,UNITS_SOLD,4,20A,2024-02-11,618.0
Deli,UNITS_SOLD,4,20A,2024-02-11,487.13
Deli,REVENUE_USD,4,30C,2024-02-11,4931.65
Grocery,UNITS_SOLD,4,20A,2024-02-11,578.11
Bakery,WASTE_LBS,4,10A,2024-02-11,33.06
Meat,WASTE_LBS,4,4A,2024-02-11,26.49
Produce,UNITS_SOLD,4,10A,2024-02-11,392.15
Bakery,UNITS_SOLD,4,15B,2024-02-11,632.48
Grocery,UNITS_SOLD,5,10A,2024-02-11,460.48
Meat,UNITS_SOLD,5,4A,2024-02-11,647.72
Produce,WASTE_LBS,5,10A,2024-02-11,0.0
Grocery,UNITS_SOLD,5,15B,2024-02-11,302.48
Produce,UNITS_SOLD,5,30C,2024-02-11,428.39
Bakery,REVENUE_USD,5,30C,2024-02-11,2162.31
Produce,REVENUE_USD,5,10A,2024-02-11,8166.63
Deli,CUST_COUNT,5,10A,2024-02-11,1552.73
Meat,SYSTEM_ON,5,10A,2024-02-11,1.0
Deli,WASTE_LBS,5,30C,2024-02-11,18.41
Dairy,UNITS_SOLD,5,20A,2024-02-11,540.23
Meat,WASTE_LBS,5,10A,2024-02-11,60.22
Bakery,SYSTEM_ON,6,4A,2024-02-11,1.0
Produce,REVENUE_USD,6,4A,2024-02-11,6490.03
Bakery,UNITS_SOLD,6,20A,2024-02-11,550.57
Produce,UNITS_SOLD,6,15B,2024-02-11,681.85
Dairy,WASTE_LBS,6,30C,2024-02-11,23.94
Seafood,CUST_COUNT,6,10A,2024-02-11,1465.97
Deli,SYSTEM_ON,6,20A,2024-02-11,1.0
Produce,UNITS_SOLD,6,10A,2024-02-11,414.62
Dairy,UNITS_SOLD,6,30C,2024-02-11,327.21
Seafood,REVENUE_USD,6,4A,2024-02-11,5633.78
Dairy,WASTE_LBS,6,15B,2024-02-11,51.32
Produce,UNITS_SOLD,6,20A,2024-02-11,496.64
Seafood,UNITS_SOLD,6,10A,2024-02-11,533.91
Grocery,UNITS_SOLD,6,15B,2024-02-11,633.44
Produce,SYSTEM_ON,6,10A,2024-02-11,1.0
Grocery,WASTE_LBS,6,10A,2024-02-11,49.88
Bakery,REVENUE_USD,6,30C,2024-02-11,5442.74
Deli,SYSTEM_ON,6,30C,2024-02-11,1.0
Grocery,CUST_COUNT,6,10A,2024-02-11,1617.83
Seafood,REVENUE_USD,6,30C,2024-02-11,3612.12
Grocery,REVENUE_USD,7,10A,2024-02-11,3843.96
Deli,UNITS_SOLD,7,10A,2024-02-11,709.79
Grocery,WASTE_LBS,7,30C,2024-02-11,22.54
Grocery,CUST_COUNT,7,30C,2024-02-11,1040.2
Dairy,WASTE_LBS,7,20A,2024-02-11,28.74
Meat,UNITS_SOLD,7,10A,2024-02-11,553.03
Dairy,WASTE_LBS,7,4A,2024-02-11,5.14
Bakery,UNITS_SOLD,7,10A,2024-02-11,735.49
Meat,UNITS_SOLD,7,30C,2024-02-11,471.64
Produce,CUST_COUNT,7,30C,2024-02-11,1171.12
Bakery,UNITS_SOLD,7,10A,2024-02-11,563.05
Dairy,UNITS_SOLD,7,10A,2024-02-11,666.79
Deli,UNITS_SOLD,7,30C,2024-02-11,451.56
Bakery,WASTE_LBS,7,4A,2024-02-11,30.21
Seafood,CUST_COUNT,7,10A,2024-02-11,694.8
Produce,UNITS_SOLD,7,4A,2024-02-11,502.5
Bakery,CUST_COUNT,8,20A,2024-02-11,864.62
Grocery,UNITS_SOLD,8,4A,2024-02-11,449.36
Seafood,WASTE_LBS,8,4A,2024-02-11,20.3
Bakery,CUST_COUNT,8,30C,2024-02-11,1814.85
Grocery,SYSTEM_ON,8,4A,2024-02-11,1.0
Meat,SYSTEM_ON,8,4A,2024-02-11,1.0
Grocery,WASTE_LBS,8,4A,2024-02-11,35.82
Dairy,WASTE_LBS,8,10A,2024-02-11,19.08
Bakery,WASTE_LBS,8,4A,2024-02-11,5.52
Grocery,CUST_COUNT,8,20A,2024-02-11,1542.93
Produce,REVENUE_USD,8,10A,2024-02-11,2728.97
Dairy,CUST_COUNT,8,4A,2024-02-11,1109.76
Produce,SYSTEM_ON,8,30C,2024-02-11,1.0
Seafood,REVENUE_USD,8,30C,2024-02-11,5010.43
Produce,CUST_COUNT,8,30C,2024-02-11,1334.09
Produce,UNITS_SOLD,8,30C,2024-02-11,555.5
Dairy,UNITS_SOLD,9,20A,2024-02-11,516.7
Grocery,CUST_COUNT,9,30C,2024-02-11,1201.48
Seafood,UNITS_SOLD,9,4A,2024-02-11,649.81
Meat,UNITS_SOLD,9,20A,2024-02-11,519.48
Deli,WASTE_LBS,9,15B,2024-02-11,9.38
Deli,SYSTEM_ON,9,4A,2024-02-11,1.0
Deli,REVENUE_USD,9,30C,2024-02-11,6677.77
Bakery,WASTE_LBS,9,30C,2024-02-11,2.63
Meat,UNITS_SOLD,9,4A,2024-02-11,430.64
Dairy,WASTE_LBS,9,20A,2024-02-11,33.94
Dairy,REVENUE_USD,9,10A,2024-02-11,5110.31
Deli,CUST_COUNT,9,15B,2024-02-11,1315.97
Dairy,UNITS_SOLD,9,10A,2024-02-11,727.49
Grocery,UNITS_SOLD,10,10A,2024-02-11,442.02
Seafood,WASTE_LBS,10,15B,2024-02-11,0.0
Dairy,SYSTEM_ON,10,4A,2024-02-11,1.0
Produce,SYSTEM_ON,10,15B,2024-02-11,1.0
Bakery,CUST_COUNT,10,15B,2024-02-11,1337.96
Grocery,CUST_COUNT,10,10A,2024-02-11,1030.6
Produce,WASTE_LBS,10,10A,2024-02-11,15.48
Dairy,WASTE_LBS,10,10A,2024-02-11,37.1
Meat,UNITS_SOLD,10,15B,2024-02-11,645.39
Seafood,UNITS_SOLD,10,10A,2024-02-11,624.52
Produce,REVENUE_USD,10,30C,2024-02-11,4538.19
Meat,SYSTEM_ON,10,15B,2024-02-11,1.0
Grocery,REVENUE_USD,10,20A,2024-02-11,5181.64
Deli,UNITS_SOLD,1,15B,2024-02-12,466.56
Produce,CUST_COUNT,1,10A,2024-02-12,1073.43
Meat,WASTE_LBS,1,10A,2024-02-12,21.06
Produce,UNITS_SOLD,1,15B,2024-02-12,569.46
Bakery,SYSTEM_ON,1,20A,2024-02-12,1.0
Grocery,UNITS_SOLD,1,20A,2024-02-12,342.29
Grocery,WASTE_LBS,1,10A,2024-02-12,11.33
Bakery,SYSTEM_ON,1,15B,2024-02-12,1.0
Dairy,CUST_COUNT,1,4A,2024-02-12,1171.32
Bakery,REVENUE_USD,1,20A,2024-02-12,4869.13
Meat,CUST_COUNT,1,10A,2024-02-12,1509.56
Dairy,UNITS_SOLD,1,4A,2024-02-12,557.65
Dairy,UNITS_SOLD,1,4A,2024-02-12,585.39
Grocery,CUST_COUNT,1,30C,2024-02-12,1100.28
Bakery,WASTE_LBS,1,15B,2024-02-12,0.0
Grocery,WASTE_LBS,1,15B,2024-02-12,30.79
Produce,UNITS_SOLD,1,20A,2024-02-12,580.89
Meat,CUST_COUNT,2,30C,2024-02-12,870.82
Dairy,UNITS_SOLD,2,4A,2024-02-12,494.48
Grocery,SYSTEM_ON,2,20A,2024-02-12,1.0
Seafood,REVENUE_USD,2,10A,2024-02-12,5036.02
Grocery,WASTE_LBS,2,30C,2024-02-12,8.88
Produce,UNITS_SOLD,2,15B,2024-02-12,513.89
Bakery,REVENUE_USD,2,15B,2024-02-12,3940.02
Seafood,WASTE_LBS,2,15B,2024-02-12,22.98
Dairy,CUST_COUNT,2,15B,2024-02-12,1054.58
Seafood,UNITS_SOLD,2,15B,2024-02-12,435.67
Bakery,REVENUE_USD,2,15B,2024-02-12,6265.49
Dairy,CUST_COUNT,2,30C,2024-02-12,1191.51
Grocery,UNITS_SOLD,2,10A,2024-02-12,462.52
Dairy,REVENUE_USD,3,20A,2024-02-12,6840.1
Meat,CUST_COUNT,3,30C,2024-02-12,532.27
Bakery,SYSTEM_ON,3,10A,2024-02-12,1.0
Bakery,CUST_COUNT,3,4A,2024-02-12,668.31
Dairy,REVENUE_USD,3,10A,2024-02-12,4865.91
Dairy,REVENUE_USD,3,30C,2024-02-12,5148.84
Produce,REVENUE_USD,3,4A,2024-02-12,5185.48
Dairy,SYSTEM_ON,3,30C,2024-02-12,1.0
Dairy,CUST_COUNT,3,15B,2024-02-12,1157.02
Seafood,REVENUE_USD,3,4A,2024-02-12,2840.84
Seafood,UNITS_SOLD,3,15B,2024-02-12,446.81
Produce,CUST_COUNT,3,20A,2024-02-12,1025.36
Dairy,WASTE_LBS,4,30C,2024-02-12,8.03
Produce,SYSTEM_ON,4,10A,2024-02-12,1.0
Meat,WASTE_LBS,4,15B,2024-02-12,37.03
Meat,SYSTEM_ON,4,4A,2024-02-12,1.0
Grocery,WASTE_LBS,4,10A,2024-02-12,24.23
Grocery,WASTE_LBS,4,10A,2024-02-12,15.44
Meat,CUST_COUNT,4,15B,2024-02-12,1366.31
Dairy,REVENUE_USD,4,10A,2024-02-12,4352.68
Deli,SYSTEM_ON,4,10A,2024-02-12,1.0
Seafood,REVENUE_USD,4,30C,2024-02-12,7084.8
Deli,CUST_COUNT,4,4A,2024-02-12,1726.48
Deli,CUST_COUNT,4,15B,2024-02-12,306.79
Dairy,UNITS_SOLD,5,15B,2024-02-12,313.72
Produce,UNITS_SOLD,5,4A,2024-02-12,520.49
Bakery,UNITS_SOLD,5,4A,2024-02-12,496.98
Produce,WASTE_LBS,5,10A,2024-02-12,4.86
Dairy,WASTE_LBS,5,15B,2024-02-12,10.85
Dairy,UNITS_SOLD,5,4A,2024-02-12,543.52
Seafood,CUST_COUNT,5,4A,2024-02-12,914.71
Bakery,SYSTEM_ON,5,10A,2024-02-12,1.0
Bakery,SYSTEM_ON,5,15B,2024-02-12,1.0
Grocery,WASTE_LBS,5,20A,2024-02-12,47.56
Meat,WASTE_LBS,5,20A,2024-02-12,12.09
Produce,WASTE_LBS,5,30C,2024-02-12,9.48
Bakery,WASTE_LBS,5,4A,2024-02-12,35.73
Deli,SYSTEM_ON,5,20A,2024-02-12,1.0
Deli,WASTE_LBS,5,15B,2024-02-12,36.44
Grocery,SYSTEM_ON,5,4A,2024-02-12,1.0
Seafood,SYSTEM_ON,5,30C,2024-02-12,1.0
Produce,REVENUE_USD,5,30C,2024-02-12,6499.62
Meat,WASTE_LBS,6,30C,2024-02-12,11.42
Grocery,CUST_COUNT,6,15B,2024-02-12,1532.42
Produce,UNITS_SOLD,6,10A,2024-02-12,587.43
Seafood,UNITS_SOLD,6,15B,2024-02-12,536.81
Grocery,REVENUE_USD,6,10A,2024-02-12,3925.52
Bakery,SYSTEM_ON,6,10A,2024-02-12,1.0
Seafood,SYSTEM_ON,6,30C,2024-02-12,1.0
Seafood,UNITS_SOLD,6,4A,2024-02-12,407.82
Seafood,CUST_COUNT,6,20A,2024-02-12,1316.8
Bakery,SYSTEM_ON,6,20A,2024-02-12,1.0
Bakery,CUST_COUNT,6,10A,2024-02-12,1603.25
Deli,WASTE_LBS,6,20A,2024-02-12,26.15
Dairy,REVENUE_USD,7,10A,2024-02-12,5004.0
Bakery,REVENUE_USD,7,15B,2024-02-12,5513.52
Bakery,CUST_COUNT,7,4A,2024-02-12,816.99
Dairy,SYSTEM_ON,7,4A,2024-02-12,1.0
Deli,UNITS_SOLD,7,4A,2024-02-12,401.08
Meat,SYSTEM_ON,7,20A,2024-02-12,1.0
Deli,WASTE_LBS,7,4A,2024-02-12,15.33
Meat,UNITS_SOLD,7,10A,2024-02-12,585.6
Bakery,CUST_COUNT,7,15B,2024-02-12,997.15
Dairy,REVENUE_USD,7,10A,2024-02-12,4989.37
Meat,WASTE_LBS,7,15B,2024-02-12,22.38
Meat,REVENUE_USD,7,10A,2024-02-12,3144.25
Meat,WASTE_LBS,7,20A,2024-02-12,34.9
Produce,UNITS_SOLD,8,20A,2024-02-12,516.55
Deli,UNITS_SOLD,8,30C,2024-02-12,613.99
Bakery,SYSTEM_ON,8,15B,2024-02-12,1.0
Bakery,REVENUE_USD,8,30C,2024-02-12,2495.88
Bakery,UNITS_SOLD,8,4A,2024-02-12,493.17
Grocery,REVENUE_USD,8,10A,2024-02-12,6395.18
Produce,WASTE_LBS,8,15B,2024-02-12,4.35
Produce,UNITS_SOLD,8,30C,2024-02-12,357.14
Deli,WASTE_LBS,8,20A,2024-02-12,36.73
Produce,CUST_COUNT,8,20A,2024-02-12,1085.77
Meat,REVENUE_USD,8,20A,2024-02-12,4518.05
Grocery,CUST_COUNT,9,30C,2024-02-12,579.46
Produce,SYSTEM_ON,9,15B,2024-02-12,1.0
Deli,REVENUE_USD,9,4A,2024-02-12,3752.39
Grocery,SYSTEM_ON,9,30C,2024-02-12,1.0
Produce,UNITS_SOLD,9,4A,2024-02-12,545.83
Produce,SYSTEM_ON,9,4A,2024-02-12,1.0
Grocery,CUST_COUNT,9,20A,2024-02-12,660.05
Meat,REVENUE_USD,9,10A,2024-02-12,3549.49
Seafood,CUST_COUNT,9,4A,2024-02-12,1305.35
Seafood,REVENUE_USD,9,30C,2024-02-12,5760.25
Grocery,CUST_COUNT,9,4A,2024-02-12,1153.9
Produce,REVENUE_USD,9,30C,2024-02-12,4642.87
Meat,SYSTEM_ON,9,4A,2024-02-12,1.0
Deli,UNITS_SOLD,10,30C,2024-02-12,569.8
Seafood,REVENUE_USD,10,4A,2024-02-12,5609.43
Dairy,REVENUE_USD,10,30C,2024-02-12,6134.53
Bakery,WASTE_LBS,10,4A,2024-02-12,29.93
Seafood,UNITS_SOLD,10,4A,2024-02-12,527.64
Bakery,REVENUE_USD,10,10A,2024-02-12,4975.19
Grocery,REVENUE_USD,10,10A,2024-02-12,5626.72
Seafood,UNITS_SOLD,10,4A,2024-02-12,507.11
Grocery,WASTE_LBS,10,4A,2024-02-12,13.87
Produce,CUST_COUNT,1,4A,2024-02-13,1419.1
Meat,REVENUE_USD,1,30C,2024-02-13,5817.94
Meat,SYSTEM_ON,1,4A,2024-02-13,1.0
Deli,UNITS_SOLD,1,20A,2024-02-13,459.54
Dairy,WASTE_LBS,1,20A,2024-02-13,22.11
Produce,WASTE_LBS,1,4A,2024-02-13,28.17
Meat,SYSTEM_ON,1,15B,2024-02-13,1.0
Seafood,CUST_COUNT,1,20A,2024-02-13,1556.79
Grocery,UNITS_SOLD,1,4A,2024-02-13,551.61
Meat,CUST_COUNT,1,30C,2024-02-13,717.11
Deli,REVENUE_USD,1,30C,2024-02-13,3116.31
Bakery,UNITS_SOLD,1,20A,2024-02-13,454.08
Bakery,UNITS_SOLD,1,20A,2024-02-13,478.96
Deli,SYSTEM_ON,1,20A,2024-02-13,1.0
Meat,REVENUE_USD,1,10A,2024-02-13,3156.2
Grocery,WASTE_LBS,1,20A,2024-02-13,16.29
Meat,SYSTEM_ON,2,4A,2024-02-13,1.0
Produce,UNITS_SOLD,2,20A,2024-02-13,415.45
Deli,CUST_COUNT,2,15B,2024-02-13,1292.35
Deli,WASTE_LBS,2,15B,2024-02-13,46.98
Bakery,REVENUE_USD,2,15B,2024-02-13,2668.99
Deli,WASTE_LBS,2,10A,2024-02-13,28.58
Deli,CUST_COUNT,2,15B,2024-02-13,1096.84
Deli,SYSTEM_ON,2,15B,2024-02-13,1.0
Seafood,WASTE_LBS,2,20A,2024-02-13,20.11
Deli,CUST_COUNT,2,10A,2024-02-13,1690.34
Meat,WASTE_LBS,2,30C,2024-02-13,18.42
Dairy,WASTE_LBS,2,20A,2024-02-13,0.0
Bakery,CUST_COUNT,2,4A,2024-02-13,1007.09
Bakery,WASTE_LBS,3,20A,2024-02-13,14.91
Seafood,WASTE_LBS,3,30C,2024-02-13,12.46
Bakery,SYSTEM_ON,3,20A,2024-02-13,1.0
Meat,SYSTEM_ON,3,4A,2024-02-13,1.0
Meat,CUST_COUNT,3,10A,2024-02-13,1327.5
Dairy,UNITS_SOLD,3,20A,2024-02-13,425.78
Deli,REVENUE_USD,3,4A,2024-02-13,3711.11
Produce,REVENUE_USD,3,30C,2024-02-13,4786.15
Dairy,UNITS_SOLD,3,20A,2024-02-13,421.29
Bakery,UNITS_SOLD,3,4A,2024-02-13,491.74
Grocery,WASTE_LBS,3,30C,2024-02-13,9.71
Grocery,SYSTEM_ON,3,10A,2024-02-13,1.0
Seafood,REVENUE_USD,4,20A,2024-02-13,5175.63
Deli,REVENUE_USD,4,30C,2024-02-13,5018.01
Seafood,REVENUE_USD,4,30C,2024-02-13,4531.36
Bakery,CUST_COUNT,4,15B,2024-02-13,862.01
Seafood,SYSTEM_ON,4,20A,2024-02-13,1.0
Dairy,SYSTEM_ON,4,15B,2024-02-13,1.0
Produce,WASTE_LBS,4,30C,2024-02-13,40.27
Meat,SYSTEM_ON,4,15B,2024-02-13,1.0
Deli,WASTE_LBS,4,15B,2024-02-13,7.15
Dairy,REVENUE_USD,4,15B,2024-02-13,6010.16
Bakery,UNITS_SOLD,4,30C,2024-02-13,491.97
Dairy,SYSTEM_ON,4,10A,2024-02-13,1.0
Deli,REVENUE_USD,4,20A,2024-02-13,5695.24
Deli,SYSTEM_ON,4,15B,2024-02-13,1.0
Meat,UNITS_SOLD,5,15B,2024-02-13,583.74
Bakery,REVENUE_USD,5,20A,2024-02-13,6555.02
Deli,REVENUE_USD,5,10A,2024-02-13,6379.75
Bakery,SYSTEM_ON,5,30C,2024-02-13,1.0
Produce,UNITS_SOLD,5,4A,2024-02-13,450.91
Grocery,SYSTEM_ON,5,4A,2024-02-13,1.0
Seafood,UNITS_SOLD,5,20A,2024-02-13,520.03
Bakery,REVENUE_USD,5,30C,2024-02-13,6578.82
Meat,UNITS_SOLD,5,30C,2024-02-13,350.82
Produce,REVENUE_USD,5,20A,2024-02-13,3820.01
Dairy,UNITS_SOLD,5,30C,2024-02-13,442.84
Seafood,WASTE_LBS,5,30C,2024-02-13,39.43
Dairy,UNITS_SOLD,5,10A,2024-02-13,532.01
Dairy,REVENUE_USD,6,15B,2024-02-13,6300.96
Grocery,WASTE_LBS,6,10A,2024-02-13,36.84
Bakery,UNITS_SOLD,6,30C,2024-02-13,463.56
Produce,REVENUE_USD,6,30C,2024-02-13,4757.48
Deli,WASTE_LBS,6,20A,2024-02-13,24.98
Grocery,WASTE_LBS,6,20A,2024-02-13,9.35
Seafood,CUST_COUNT,6,10A,2024-02-13,860.96
Dairy,REVENUE_USD,6,20A,2024-02-13,6025.75
Grocery,CUST_COUNT,6,4A,2024-02-13,905.29
Grocery,WASTE_LBS,7,10A,2024-02-13,23.31
Bakery,WASTE_LBS,7,4A,2024-02-13,50.22
Deli,REVENUE_USD,7,20A,2024-02-13,4406.87
Grocery,WASTE_LBS,7,10A,2024-02-13,18.37
Grocery,CUST_COUNT,7,30C,2024-02-13,1062.84
Dairy,REVENUE_USD,7,4A,2024-02-13,8054.34
Deli,WASTE_LBS,7,10A,2024-02-13,6.26
Produce,SYSTEM_ON,7,20A,2024-02-13,1.0
Seafood,CUST_COUNT,7,20A,2024-02-13,1075.04
Produce,WASTE_LBS,7,10A,2024-02-13,20.28
Produce,UNITS_SOLD,7,30C,2024-02-13,601.93
Bakery,CUST_COUNT,8,30C,2024-02-13,1020.77
Bakery,WASTE_LBS,8,30C,2024-02-13,21.6
Deli,REVENUE_USD,8,15B,2024-02-13,5616.44
Grocery,REVENUE_USD,8,15B,2024-02-13,6160.42
Bakery,CUST_COUNT,8,4A,2024-02-13,1590.77
Grocery,WASTE_LBS,8,10A,2024-02-13,18.87
Deli,SYSTEM_ON,8,10A,2024-02-13,1.0
Bakery,REVENUE_USD,8,15B,2024-02-13,2966.15
Seafood,SYSTEM_ON,8,15B,2024-02-13,1.0
Deli,CUST_COUNT,8,20A,2024-02-13,408.17
Produce,SYSTEM_ON,8,30C,2024-02-13,1.0
Dairy,UNITS_SOLD,8,10A,2024-02-13,520.62
Dairy,SYSTEM_ON,8,10A,2024-02-13,1.0
Dairy,SYSTEM_ON,8,30C,2024-02-13,1.0
Meat,REVENUE_USD,8,15B,2024-02-13,5400.45
Dairy,SYSTEM_ON,8,10A,2024-02-13,1.0
Meat,UNITS_SOLD,8,10A,2024-02-13,438.45
Bakery,REVENUE_USD,9,10A,2024-02-13,7136.13
Meat,CUST_COUNT,9,10A,2024-02-13,915.48
Seafood,REVENUE_USD,9,10A,2024-02-13,3959.36
Bakery,UNITS_SOLD,9,4A,2024-02-13,408.03
Produce,REVENUE_USD,9,20A,2024-02-13,6728.65
Deli,SYSTEM_ON,9,4A,2024-02-13,1.0
Deli,UNITS_SOLD,9,10A,2024-02-13,416.27
Deli,WASTE_LBS,9,4A,2024-02-13,21.61
Grocery,REVENUE_USD,9,15B,2024-02-13,4212.53
Dairy,CUST_COUNT,9,15B,2024-02-13,1102.94
Meat,SYSTEM_ON,10,15B,2024-02-13,1.0
Bakery,SYSTEM_ON,10,4A,2024-02-13,1.0
Meat,UNITS_SOLD,10,30C,2024-02-13,543.76
Seafood,UNITS_SOLD,10,15B,2024-02-13,558.26
Deli,SYSTEM_ON,10,4A,2024-02-13,1.0
Deli,REVENUE_USD,10,4A,2024-02-13,5011.66
Meat,SYSTEM_ON,10,4A,2024-02-13,1.0
Bakery,WASTE_LBS,10,4A,2024-02-13,5.45
Meat,SYSTEM_ON,1,30C,2024-02-14,1.0
Bakery,REVENUE_USD,1,4A,2024-02-14,3274.49
Meat,WASTE_LBS,1,30C,2024-02-14,27.62
Dairy,SYSTEM_ON,1,15B,2024-02-14,1.0
Bakery,UNITS_SOLD,1,15B,2024-02-14,461.98
Dairy,WASTE_LBS,1,4A,2024-02-14,22.57
Bakery,WASTE_LBS,1,15B,2024-02-14,53.35
Grocery,WASTE_LBS,1,30C,2024-02-14,19.24
Bakery,SYSTEM_ON,1,15B,2024-02-14,1.0
Bakery,WASTE_LBS,1,30C,2024-02-14,11.71
Meat,UNITS_SOLD,1,15B,2024-02-14,471.87
Deli,SYSTEM_ON,1,10A,2024-02-14,1.0
Bakery,WASTE_LBS,1,15B,2024-02-14,17.49
Produce,CUST_COUNT,1,15B,2024-02-14,1427.68
Deli,REVENUE_USD,1,15B,2024-02-14,5031.02
Bakery,WASTE_LBS,1,30C,2024-02-14,11.1
Produce,CUST_COUNT,1,30C,2024-02-14,1253.29
Meat,CUST_COUNT,1,10A,2024-02-14,1484.03
Dairy,REVENUE_USD,2,30C,2024-02-14,5085.62
Bakery,REVENUE_USD,2,10A,2024-02-14,4454.62
Deli,WASTE_LBS,2,4A,2024-02-14,43.54
Grocery,SYSTEM_ON,2,30C,2024-02-14,1.0
Produce,CUST_COUNT,2,15B,2024-02-14,1509.74
Produce,REVENUE_USD,2,10A,2024-02-14,4093.98
Seafood,UNITS_SOLD,2,10A,2024-02-14,447.11
Dairy,UNITS_SOLD,2,4A,2024-02-14,566.51
Seafood,CUST_COUNT,2,10A,2024-02-14,1302.01
Seafood,SYSTEM_ON,2,10A,2024-02-14,1.0
Bakery,SYSTEM_ON,2,15B,2024-02-14,1.0
Bakery,CUST_COUNT,2,15B,2024-02-14,1866.62
Grocery,SYSTEM_ON,2,30C,2024-02-14,1.0
Seafood,WASTE_LBS,3,10A,2024-02-14,11.75
Produce,CUST_COUNT,3,4A,2024-02-14,813.08
Deli,CUST_COUNT,3,20A,2024-02-14,1391.62
Grocery,UNITS_SOLD,3,20A,2024-02-14,496.74
Seafood,WASTE_LBS,3,10A,2024-02-14,29.79
Grocery,WASTE_LBS,3,4A,2024-02-14,34.71
Dairy,SYSTEM_ON,3,30C,2024-02-14,1.0
Grocery,SYSTEM_ON,3,4A,2024-02-14,1.0
Dairy,SYSTEM_ON,3,4A,2024-02-14,1.0
Dairy,UNITS_SOLD,3,30C,2024-02-14,415.71
Bakery,WASTE_LBS,3,20A,2024-02-14,19.62
Seafood,WASTE_LBS,3,20A,2024-02-14,40.54
Grocery,REVENUE_USD,3,20A,2024-02-14,7268.98
Bakery,CUST_COUNT,3,20A,2024-02-14,743.28
Meat,REVENUE_USD,3,10A,2024-02-14,5215.35
Deli,CUST_COUNT,3,10A,2024-02-14,1596.55
Dairy,REVENUE_USD,3,10A,2024-02-14,5363.69
Grocery,SYSTEM_ON,3,10A,2024-02-14,1.0
Bakery,UNITS_SOLD,3,10A,2024-02-14,588.45
Produce,UNITS_SOLD,3,10A,2024-02-14,482.43
Produce,CUST_COUNT,4,30C,2024-02-14,634.97
Seafood,UNITS_SOLD,4,15B,2024-02-14,394.69
Dairy,WASTE_LBS,4,15B,2024-02-14,0.0
Deli,SYSTEM_ON,4,4A,2024-02-14,1.0
Meat,WASTE_LBS,4,4A,2024-02-14,0.0
Produce,REVENUE_USD,4,4A,2024-02-14,5669.85
Grocery,SYSTEM_ON,4,4A,2024-02-14,1.0
Deli,UNITS_SOLD,4,10A,2024-02-14,594.59
Grocery,CUST_COUNT,4,10A,2024-02-14,1270.22
Grocery,WASTE_LBS,4,30C,2024-02-14,3.37
Meat,SYSTEM_ON,4,10A,2024-02-14,1.0
Meat,REVENUE_USD,4,20A,2024-02-14,5172.55
Produce,CUST_COUNT,4,20A,2024-02-14,644.29
Dairy,UNITS_SOLD,4,15B,2024-02-14,460.78
Grocery,CUST_COUNT,4,15B,2024-02-14,1139.45
Deli,CUST_COUNT,4,30C,2024-02-14,1829.71
Dairy,SYSTEM_ON,5,20A,2024-02-14,1.0
Meat,WASTE_LBS,5,4A,2024-02-14,26.01
Meat,WASTE_LBS,5,15B,2024-02-14,17.04
Dairy,UNITS_SOLD,5,10A,2024-02-14,409.15
Bakery,SYSTEM_ON,5,15B,2024-02-14,1.0
Grocery,CUST_COUNT,5,10A,2024-02-14,1540.63
Meat,WASTE_LBS,5,20A,2024-02-14,38.37
Dairy,REVENUE_USD,5,4A,2024-02-14,5028.16
Seafood,UNITS_SOLD,5,4A,2024-02-14,346.62
Meat,UNITS_SOLD,5,30C,2024-02-14,488.59
Produce,UNITS_SOLD,5,4A,2024-02-14,552.43
Meat,REVENUE_USD,5,4A,2024-02-14,5395.72
Dairy,CUST_COUNT,5,30C,2024-02-14,1396.84
Grocery,WASTE_LBS,6,15B,2024-02-14,0.0
Dairy,WASTE_LBS,6,30C,2024-02-14,19.49
Seafood,SYSTEM_ON,6,20A,2024-02-14,1.0
Seafood,WASTE_LBS,6,10A,2024-02-14,56.74
Seafood,REVENUE_USD,6,15B,2024-02-14,2809.99
Meat,WASTE_LBS,6,30C,2024-02-14,17.37
Dairy,REVENUE_USD,6,15B,2024-02-14,5695.81
Deli,SYSTEM_ON,6,15B,2024-02-14,1.0
Meat,REVENUE_USD,6,20A,2024-02-14,4474.71
Meat,WASTE_LBS,6,10A,2024-02-14,26.56
Dairy,CUST_COUNT,6,10A,2024-02-14,1062.36
Meat,SYSTEM_ON,6,30C,2024-02-14,1.0
Deli,SYSTEM_ON,6,15B,2024-02-14,1.0
Dairy,WASTE_LBS,6,20A,2024-02-14,0.73
Produce,WASTE_LBS,6,15B,2024-02-14,35.84
Deli,REVENUE_USD,6,4A,2024-02-14,5173.63
Produce,WASTE_LBS,6,4A,2024-02-14,13.24
Dairy,REVENUE_USD,6,4A,2024-02-14,4290.06
Deli,WASTE_LBS,6,10A,2024-02-14,25.79
Seafood,WASTE_LBS,6,20A,2024-02-14,12.25
Bakery,WASTE_LBS,6,4A,2024-02-14,37.01
Deli,UNITS_SOLD,6,20A,2024-02-14,479.06
Dairy,WASTE_LBS,6,10A,2024-02-14,28.34
Deli,CUST_COUNT,6,20A,2024-02-14,1658.2
